PosX, PosY, PosZ, NormVecX, NormVecY, NormVecZ,Value, IsRightHand
-0.1,-0.4,-0.1,-0.26454395,-0.962190826,-0.064848384,76.3058061,1
-0.1,-0.4,0,-0.127713329,-0.918362631,0.374565594,76.46580206,1
-0.1,-0.4,0.1,-0.190994325,-0.684970161,0.703091065,74.40790151,1
-0.1,-0.4,0.2,0.098956102,-0.516638281,0.850466094,74.0075677,1
-0.1,-0.4,0.3,-0.098287016,-0.521937946,0.847301861,72.48053099,1
-0.1,-0.4,0.4,0.052613127,-0.262689291,0.963444962,71.23383059,1
-0.1,-0.3,-0.3,-0.138998956,-0.625911465,-0.767407407,80.79704934,1
-0.1,-0.3,-0.2,-0.206724634,-0.753282163,-0.624364404,82.93133802,1
-0.1,-0.3,-0.1,-0.298917768,-0.951161032,-0.077076964,81.06511632,1
-0.1,-0.3,0,-0.098560023,-0.877589247,0.469172713,77.7271205,1
-0.1,-0.3,0.1,-0.106601729,-0.777965811,0.619197278,76.44333609,1
-0.1,-0.3,0.2,-0.236215944,-0.603984727,0.761186231,73.83326899,1
-0.1,-0.3,0.3,-0.170825273,-0.438376115,0.882408696,72.47454819,1
-0.1,-0.3,0.4,-0.005843907,-0.043092461,0.999053997,69.92964556,1
-0.1,-0.2,-0.3,-0.179245435,-0.575795321,-0.797703468,84.16797748,1
-0.1,-0.2,-0.2,-0.467493189,-0.689806286,-0.55282674,85.97295484,1
-0.1,-0.2,-0.1,-0.449244932,-0.884416738,-0.126435851,86.90521454,1
-0.1,-0.2,0,-0.408246323,-0.551271395,0.727622697,78.57425049,1
-0.1,-0.2,0.1,-0.04921607,-0.69688301,0.715494129,76.84470024,1
-0.1,-0.2,0.2,0.053646412,-0.380515245,0.923217315,75.0598777,1
-0.1,-0.2,0.3,0.052196966,-0.065483466,0.996487527,71.68845468,1
-0.1,-0.2,0.4,0.012269113,0.118567059,0.992870244,69.86733792,1
-0.1,-0.1,-0.3,-0.376840925,-0.004155345,-0.926268671,86.53234496,1
-0.1,-0.1,-0.2,-0.658694818,-0.07187666,-0.748969213,90.17313709,1
-0.1,-0.1,-0.1,-0.558790192,-0.818291498,-0.134731382,88.25737772,1
-0.1,-0.1,0,-0.207062602,-0.965858757,0.155698236,80.95518038,1
-0.1,-0.1,0.1,-0.541351303,-0.093220245,0.8356128,76.48537856,1
-0.1,-0.1,0.2,0.008553332,-0.115332025,0.993290171,72.58196367,1
-0.1,-0.1,0.3,0.160709464,0.232044787,0.959337107,70.86214619,1
-0.1,-0.1,0.4,0.023699004,0.266222288,0.963620283,69.81295768,1
-0.1,0,-0.3,-0.421263362,0.28514934,-0.86094543,86.63648571,1
