PosX, PosY, PosZ, NormVecX, NormVecY, NormVecZ,Value, IsRightHand
0.2,-0.4,0.4,0.328069877,-0.137331576,0.934617673,68.9565335,1
0.2,-0.3,-0.3,0.667304192,-0.517323771,-0.53579962,79.63844518,1
0.2,-0.3,-0.2,0.761432456,-0.607145955,-0.227144016,78.45095824,1
0.2,-0.3,-0.1,0.793888976,-0.608002777,-0.008539147,77.13024085,1
0.2,-0.3,0,0.858482239,-0.403009718,0.317161494,76.22571186,1
0.2,-0.3,0.1,0.550333007,-0.555920144,0.62296579,75.53840665,1
0.2,-0.3,0.2,0.426309278,-0.606555078,0.671082214,73.6634887,1
0.2,-0.3,0.3,0.447423047,-0.313405535,0.837609448,71.56139679,1
0.2,-0.3,0.4,0.423886122,-0.104869686,0.899623757,68.87298555,1
0.2,-0.2,-0.3,0.719221248,-0.300088865,-0.626631846,80.82656744,1
0.2,-0.2,-0.2,0.820611819,-0.46866679,-0.327028567,81.29852898,1
0.2,-0.2,-0.1,0.859132091,-0.511697655,-0.007586834,79.27474469,1
0.2,-0.2,0,0.874990588,-0.354234944,0.330013751,78.19924457,1
0.2,-0.2,0.1,0.618264261,-0.499027582,0.607223827,76.55983889,1
0.2,-0.2,0.2,0.554091971,-0.401797687,0.729068383,74.89414253,1
0.2,-0.2,0.3,0.404674237,-0.04966771,0.9131111,71.60050309,1
0.2,-0.2,0.4,0.446965153,0.099434979,0.889007782,70.06782188,1
0.2,-0.1,-0.3,0.727114799,0.028303734,-0.685932189,81.69332549,1
0.2,-0.1,-0.2,0.913113902,-0.054574927,-0.404035368,82.19655419,1
0.2,-0.1,-0.1,0.999042287,-0.038571388,0.020658084,81.4127599,1
0.2,-0.1,0,0.935829505,-0.175667654,0.305555254,79.72792142,1
0.2,-0.1,0.1,0.770508256,-0.423485454,0.476421135,78.3255399,1
0.2,-0.1,0.2,0.547953029,-0.108076923,0.829497955,75.18935243,1
0.2,-0.1,0.3,0.383313524,0.056422642,0.921893285,71.5917099,1
0.2,-0.1,0.4,0.402385651,0.198498279,0.893691346,70.46635528,1
0.2,0,-0.3,0.672819652,0.352695008,-0.650322957,82.34356062,1
0.2,0,-0.2,0.88966522,0.316313362,-0.329304803,82.48070489,1
0.2,0,-0.1,0.968562217,0.248540348,-0.010720406,83.18093641,1
0.2,0,0,0.890316824,0.246121237,0.383093056,79.70578746,1
0.2,0,0.1,0.842283769,0.201528018,0.499944507,78.88789164,1
0.2,0,0.2,0.780557088,-0.364259975,0.507981597,76.05905882,1
0.2,0,0.3,0.389723325,0.224632194,0.893115954,71.69666084,1
0.2,0,0.4,0.38589011,0.259562913,0.885277311,70.05713109,1
0.2,0.1,-0.3,0.608151436,0.60003072,-0.519725857,80.4464816,1
0.2,0.1,-0.2,0.867743083,0.447290249,-0.216687276,80.02623083,1
0.2,0.1,-0.1,0.723337227,0.683353762,0.099049947,80.41572251,1
0.2,0.1,0,0.713530132,0.632364566,0.301645166,79.16702977,1
0.2,0.1,0.1,0.741590774,0.509929331,0.435907331,78.63032947,1
0.2,0.1,0.2,0.536000097,0.343631964,0.771116703,77.84052732,1
0.2,0.1,0.3,0.527752404,0.41118703,0.743237934,72.71886933,1
0.2,0.1,0.4,0.420395905,0.395978971,0.816374876,69.74036709,1
0.2,0.2,-0.3,0.532846303,0.693243915,-0.48527074,78.6668411,1
0.2,0.2,-0.2,0.337995617,0.899734811,-0.276109095,77.99468535,1
0.2,0.2,-0.1,0.610997323,0.786919152,0.086258446,77.23163215,1
0.2,0.2,0,0.651682097,0.738979076,0.170939665,76.92469242,1
0.2,0.2,0.1,0.646569994,0.699059071,0.305390993,76.22353745,1
0.2,0.2,0.2,0.556550735,0.65498828,0.511118022,74.21812574,1
0.2,0.2,0.3,0.485113062,0.597687146,0.638306661,72.36363309,1
0.2,0.2,0.4,0.36788445,0.446716832,0.815539762,70.27574636,1
0.3,-0.4,-0.3,-0.131298954,-0.832301846,-0.538548253,73.51560749,1
0.3,-0.4,-0.2,0.749437479,-0.614159955,-0.247287312,75.67744361,1
0.3,-0.4,-0.1,0.780042879,-0.624034303,0.045981475,75.62726384,1
0.3,-0.4,0,0.751352157,-0.627417781,0.204491721,74.11958192,1
0.3,-0.4,0.1,0.68299655,-0.657700382,0.317719877,72.95915258,1
0.3,-0.4,0.2,0.602144663,-0.609998724,0.515095489,71.84086986,1
0.3,-0.4,0.3,0.584164952,-0.310705184,0.749809041,70.08710763,1
0.3,-0.4,0.4,0.310911607,-0.342002767,0.886773974,68.69090901,1
0.3,-0.3,-0.3,0.734723577,-0.457052125,-0.501282975,76.09547212,1
0.3,-0.3,-0.2,0.815481066,-0.528700888,-0.235512214,77.953039,1
0.3,-0.3,-0.1,0.886146535,-0.455107356,0.087301844,76.59949479,1
0.3,-0.3,0,0.911414874,-0.301812794,0.279699778,75.24583728,1
0.3,-0.3,0.1,0.662027885,-0.427308907,0.615732229,73.34459755,1
0.3,-0.3,0.2,0.561333894,-0.556184042,0.612832417,72.88205232,1
0.3,-0.3,0.3,0.573640811,-0.356082222,0.737659591,70.70663732,1
0.3,-0.3,0.4,0.413977451,-0.165844178,0.895052165,68.97571066,1
0.3,-0.2,-0.3,0.878624902,-0.187143932,-0.439312451,77.99706257,1
0.3,-0.2,-0.2,0.917718206,-0.307259635,-0.251763402,78.68520346,1
0.3,-0.2,-0.1,0.939443061,-0.340778365,0.036288291,77.34699713,1
0.3,-0.2,0,0.926034902,-0.160889353,0.341429314,76.09713995,1
0.3,-0.2,0.1,0.768952628,-0.293926752,0.56773138,74.44514188,1
0.3,-0.2,0.2,0.70622101,0.050037675,0.70622101,72.61649076,1
0.3,-0.2,0.3,0.681088069,-0.006827097,0.732169675,70.91076013,1
0.3,-0.2,0.4,0.557360953,-0.067428189,0.827527769,69.44944952,1
0.3,-0.1,-0.3,0.874997805,0.028322932,-0.483297686,79.18929657,1
0.3,-0.1,-0.2,0.971615002,0.000528655,-0.236567131,79.18301668,1
0.3,-0.1,-0.1,0.999031074,0.03356222,0.028469121,78.84082438,1
0.3,-0.1,0,0.912878016,0.143747308,0.382086952,76.85009521,1
0.3,-0.1,0.1,0.879675452,-0.329878294,0.342565921,76.74770858,1
0.3,-0.1,0.2,0.846226612,-0.35062776,0.401199071,74.72187042,1
0.3,-0.1,0.3,0.737048881,-0.10063552,0.668304899,71.49537048,1
0.3,-0.1,0.4,0.545638392,0.130580128,0.82778474,69.33340933,1
0.3,0,-0.3,0.857255837,0.286121612,-0.428073419,79.55069043,1
0.3,0,-0.2,0.927330351,0.302827391,-0.219895409,79.00821887,1
0.3,0,-0.1,0.933493837,0.347746288,0.087531575,78.78693246,1
0.3,0,0,0.889633065,0.3075859,0.337555808,78.02068188,1
0.3,0,0.1,0.893075039,0.098605864,0.438969087,76.65062101,1
0.3,0,0.2,0.855041527,-0.475753875,0.206306174,76.59077399,1
0.3,0,0.3,0.683998436,0.092707226,0.723568594,72.47730262,1
0.3,0,0.4,0.525233781,0.203090395,0.826367816,69.32859863,1
0.3,0.1,-0.3,0.770843,0.525654952,-0.359844329,77.53515504,1
0.3,0.1,-0.2,0.828702721,0.53532986,-0.163320974,78.20381794,1
0.3,0.1,-0.1,0.828320516,0.550498728,0.104097423,77.65748713,1
0.3,0.1,0,0.769705188,0.556413389,0.312982531,76.3481367,1
0.3,0.1,0.1,0.784743898,0.457334192,0.418356846,75.85278995,1
0.3,0.1,0.2,0.809110537,0.362248835,0.462726614,75.77713569,1
0.3,0.1,0.3,0.704994975,0.359033865,0.611618157,73.30790926,1
0.3,0.1,0.4,0.439022031,0.326599567,0.837013966,70.85867467,1
0.3,0.2,-0.3,0.592133846,0.677253087,-0.436698712,77.32730092,1
0.3,0.2,-0.2,0.725555257,0.668509144,-0.1632945,77.48923916,1
0.3,0.2,-0.1,0.701656444,0.712385136,0.013625439,76.68423234,1
0.3,0.2,0,0.726878275,0.679351618,0.100644684,75.53511659,1
0.3,0.2,0.1,0.74107527,0.614131821,0.271384508,74.6459143,1
0.3,0.2,0.2,0.70274635,0.568717407,0.427443656,74.41003131,1
0.3,0.2,0.3,0.658693342,0.517196254,0.546471514,73.11650495,1
0.3,0.2,0.4,0.354638631,0.388250416,0.85058395,71.63704502,1
0.4,-0.4,-0.3,-0.214403271,-0.947955116,-0.23539825,71.96398494,1
0.4,-0.4,-0.2,0.602430182,-0.778612593,-0.175614081,72.45399143,1
0.4,-0.4,-0.1,0.872786416,-0.484881342,0.055981755,73.55757212,1
0.4,-0.4,0,0.829059948,-0.544070591,0.129022454,72.85534048,1
0.4,-0.4,0.1,0.817273663,-0.494178142,0.296397915,72.63723755,1
0.4,-0.4,0.2,0.752981594,-0.432645356,0.495819236,71.95097647,1
0.4,-0.4,0.3,0.708591331,-0.380325551,0.594349056,68.39800245,1
0.4,-0.4,0.4,0.599740691,-0.134850786,0.788749878,64.39520429,1
0.4,-0.3,-0.3,-0.634394272,-0.390963912,-0.666851653,71.32139198,1
0.4,-0.3,-0.2,0.936851779,-0.151337595,-0.315286657,75.22483708,1
0.4,-0.3,-0.1,0.928676847,-0.348546222,0.126786612,76.30925889,1
0.4,-0.3,0,0.862999291,-0.401395019,0.306780479,75.42556057,1
0.4,-0.3,0.1,0.739366853,-0.551591144,0.386113801,74.07601828,1
0.4,-0.3,0.2,0.69152486,-0.523346014,0.497897899,72.57102216,1
0.4,-0.3,0.3,0.683973465,-0.365869907,0.63112559,69.92975811,1
0.4,-0.3,0.4,0.582206349,-0.2643032,0.768882036,67.33233616,1
0.4,-0.2,-0.3,0.50303685,0.345743984,-0.792095338,74.25504998,1
0.4,-0.2,-0.2,0.904162962,0.326570989,-0.275391953,76.13127197,1
0.4,-0.2,-0.1,0.979857597,-0.199681448,-0.002531481,76.61083377,1
0.4,-0.2,0,0.945815151,-0.180807773,0.269707713,74.75980169,1
0.4,-0.2,0.1,0.857267013,-0.270250543,0.438244123,74.1518875,1
0.4,-0.2,0.2,0.793732598,-0.377707236,0.476786961,72.61693785,1
0.4,-0.2,0.3,0.727201283,-0.262777879,0.634134118,70.39803685,1
0.4,-0.2,0.4,0.61001773,-0.144186009,0.77915901,68.58110218,1
0.4,-0.1,-0.3,0.651737082,0.450404289,-0.610225166,76.82857216,1
0.4,-0.1,-0.2,0.926637211,0.304268935,-0.220825485,76.37316317,1
0.4,-0.1,-0.1,0.946328699,0.305182819,-0.106421048,74.84855832,1
0.4,-0.1,0,0.954821448,0.067088038,0.289508544,75.55371954,1
0.4,-0.1,0.1,0.934975301,-0.078635206,0.345886817,75.6827596,1
0.4,-0.1,0.2,0.873285503,-0.138507143,0.467106199,73.91282209,1
0.4,-0.1,0.3,0.766554385,-0.056097844,0.639724477,71.56849713,1
0.4,-0.1,0.4,0.65018252,0.025352266,0.759354958,69.161295,1
0.4,0,-0.3,0.666549949,0.512014625,-0.541804567,77.30050327,1
0.4,0,-0.2,0.943087652,0.276727598,-0.184411271,76.5485754,1
0.4,0,-0.1,0.957149787,0.281384312,0.068462797,76.5450384,1
0.4,0,0,0.957947325,0.231034355,0.170176525,75.50137288,1
0.4,0,0.1,0.939503603,0.143923956,0.310835767,74.77350658,1
0.4,0,0.2,0.889872087,0.069607772,0.450868524,74.02854934,1
0.4,0,0.3,0.791242243,0.123510984,0.598899616,71.91595646,1
0.4,0,0.4,0.674722295,0.175775686,0.71683522,70.38342427,1
0.4,0.1,-0.3,0.672686996,0.557068919,-0.486997357,77.56518192,1
0.4,0.1,-0.2,0.843681353,0.50369036,-0.18573582,76.78047602,1
0.4,0.1,-0.1,0.85547305,0.517642929,-0.014548491,75.64723315,1
0.4,0.1,0,0.884077853,0.424024801,0.196492539,75.57300172,1
0.4,0.1,0.1,0.908334016,0.281981132,0.308894733,75.14510871,1
0.4,0.1,0.2,0.865228444,0.310288821,0.393828119,73.7036525,1
0.4,0.1,0.3,0.7572253,0.288166295,0.586148473,71.5419864,1
0.4,0.1,0.4,0.679389127,0.270013627,0.6822925,70.1421852,1
0.4,0.2,-0.3,0.561622257,0.659943395,-0.499054261,78.26897039,1
0.4,0.2,-0.2,0.681022538,0.676752804,-0.279667563,76.70629198,1
0.4,0.2,-0.1,0.735715052,0.671970788,-0.084726751,75.75770128,1
0.4,0.2,0,0.742466438,0.669735032,-0.01409171,75.18489258,1
0.4,0.2,0.1,0.789339435,0.599897971,0.130635677,74.03766195,1
0.4,0.2,0.2,0.816444277,0.475542982,0.327532616,73.21069561,1
0.4,0.2,0.3,0.713845787,0.467772118,0.521165461,72.3630071,1
0.4,0.2,0.4,0.659554587,0.369761415,0.654419012,71.34508947,1
